256
2

0.41	2.09

2.52	0.695
0.695	2.48

2.39	0.705
0.705	2.52

2.34	0.36
0.36	2.26

2.04	0.495
0.495	2.44

2.68	0.54
0.54	2.39

2.68	0.57
0.57	2.01

2.33	0.345
0.345	2.19

2.82	0.65
0.65	2.39

2.76	0.595
0.595	2.75

2.37	0.5
0.5	2.94

2.32	0.55
0.55	2.83

2.76	0.51
0.51	2.98

2.51	0.73
0.73	2.15

2.19	0.57
0.57	2.82

2.78	0.42
0.42	2.08

2.11	0.4
0.4	2.49

2.18	0.315
0.315	2.05

2.85	0.74
0.74	2.69

2.58	0.84
0.84	2.98

2	0.735
0.735	2.98

2.52	0.635
0.635	2.22

2.49	0.735
0.735	2.84

2.73	0.41
0.41	2.66

2.08	0.64
0.64	2.72

2.89	0.87
0.87	2.58

2.92	0.295
0.295	2.12

2.86	0.66
0.66	2.2

2.55	0.325
0.325	2.61

2.36	0.26
0.26	2.19

2.12	0.17
0.17	2.18

2.04	0.455
0.455	2.53

2.69	0.51
0.51	2.44

2.12	0.67
0.67	2.87

2.27	0.38
0.38	2.64

2.41	0.57
0.57	2.08

2.1	0.15
0.15	2.62

2.57	0.49
0.49	2.72

2.73	0.46
0.46	2.93

2.98	0.815
0.815	2.51

2.17	0.26
0.26	2.03

2.93	0.295
0.295	2.33

2.46	0.33
0.33	2.84

2.55	0.595
0.595	2.44

2.05	0.415
0.415	2.33

2.89	0.545
0.545	2.53

2.7	0.635
0.635	2.41

2.46	0.785
0.785	2.1

2.17	0.2
0.2	2.52

2.33	0.185
0.185	2.9

2.67	0.685
0.685	2.1

2.74	0.645
0.645	2.18

2.59	0.21
0.21	2.21

2.89	0.155
0.155	2.05

2.44	0.45
0.45	2.19

2.09	0.375
0.375	2.1

2.99	0.31
0.31	2.06

2.29	0.27
0.27	2.76

2.63	0.08
0.08	2.77

2.9	0.315
0.315	2.82

2.33	0.515
0.515	2.01

2.04	0.63
0.63	2.52

2.72	0.74
0.74	2.28

2.69	0.47
0.47	2.06

2.78	0.465
0.465	2.74

2.1	0.33
0.33	2.48

2.89	0.76
0.76	2.05

2.07	0.435
0.435	2.94

2.68	0.425
0.425	2.11

2.11	0.48
0.48	2.65

2.74	0.66
0.66	2.23

2.73	0.915
0.915	2.08

2.36	0.52
0.52	2.59

2.78	0.28
0.28	2.08

2.77	0.29
0.29	2.55

2.22	0.56
0.56	2.15

2.78	0.195
0.195	2.23

2.53	0.245
0.245	2.1

2.11	0.535
0.535	2.6

2.96	0.56
0.56	2.75

2.43	0.375
0.375	2.93

2.18	0.525
0.525	2.48

2.76	0.33
0.33	2.03

2.67	0.435
0.435	2.6

2.05	0.54
0.54	2.69

2.12	0.11
0.11	2

2.42	0.685
0.685	2.53

2.1	0.375
0.375	2.13

2.09	0.15
0.15	2.19

2.31	0.26
0.26	2.25

2.89	0.625
0.625	2.18

2.21	0.49
0.49	2.7

2.55	0.235
0.235	2.62

2.98	0.21
0.21	2.39

2.07	0.54
0.54	2.98

2.4	0.385
0.385	2.38

2.16	0.81
0.81	2.35

2.68	0.41
0.41	2.83

2.59	0.31
0.31	2.45

2.42	0.45
0.45	2.74

2.42	0.27
0.27	2.02

2.29	0.48
0.48	2.95

2.93	0.345
0.345	2.76

2.75	0.74
0.74	2.1

2.68	0.335
0.335	2.09

2.82	0.165
0.165	2.66

2.89	0.605
0.605	2.15

2.95	0.605
0.605	2.03

2.8	0.43
0.43	2.52

2.32	0.465
0.465	2.41

2.18	0.135
0.135	2.92

2.65	0.545
0.545	2.92

2.79	0.505
0.505	2.25

2.75	0.14
0.14	2.76

2.67	0.675
0.675	2.41

2.39	0.56
0.56	2.81

2.78	0.675
0.675	2.63

2.95	0.25
0.25	2.86

2.63	0.67
0.67	2.22

2.65	0.49
0.49	2.14

2.02	0.3
0.3	2.72

2.37	0.785
0.785	2.57

2.17	0.605
0.605	2.92

2.22	0.225
0.225	2.64

