256
4

0.355	0.71	0.685	4.83

4.76	0.335	0.525	0.88
0.335	4.88	0.49	0.23
0.525	0.49	4.74	0.675
0.88	0.23	0.675	4.08

4.11	0.155	0.76	0.535
0.155	4.49	0.35	0.43
0.76	0.35	4.92	0.78
0.535	0.43	0.78	4.98

4	0.69	0.55	0.855
0.69	4.47	0.85	0.4
0.55	0.85	4.57	0.54
0.855	0.4	0.54	4.66

4.08	0.755	0.79	0.79
0.755	4.98	0.67	0.53
0.79	0.67	4.01	0.48
0.79	0.53	0.48	4.2

4.55	0.49	0.075	0.325
0.49	4.04	0.34	0.41
0.075	0.34	4.14	0.23
0.325	0.41	0.23	4.53

4.69	0.305	0.4	0.425
0.305	4.49	0.525	0.535
0.4	0.525	4.56	0.79
0.425	0.535	0.79	4.08

4.1	0.355	0.445	0.8
0.355	4.05	0.495	0.785
0.445	0.495	4.86	0.855
0.8	0.785	0.855	4.51

4.17	0.66	0.295	0.29
0.66	4.3	0.465	0.59
0.295	0.465	4.02	0.59
0.29	0.59	0.59	4.44

4.05	0.53	0.68	0.395
0.53	4.11	0.985	0.645
0.68	0.985	4.28	0.61
0.395	0.645	0.61	4.1

4.17	0.34	0.36	0.63
0.34	4.17	0.33	0.815
0.36	0.33	4.91	0.33
0.63	0.815	0.33	4.18

4.59	0.59	0.285	0.15
0.59	4.07	0.125	0.175
0.285	0.125	4.89	0.32
0.15	0.175	0.32	4.1

4.99	0.31	0.46	0.48
0.31	4.04	0.29	0.645
0.46	0.29	4.08	0.435
0.48	0.645	0.435	4.82

4.33	0.165	0.73	0.35
0.165	4.66	0.65	0.535
0.73	0.65	4.78	0.335
0.35	0.535	0.335	4.06

4.78	0.215	0.745	0.405
0.215	4.12	0.665	0.28
0.745	0.665	4.73	0.42
0.405	0.28	0.42	4.94

4.68	0.12	0.73	0.42
0.12	4.64	0.45	0.81
0.73	0.45	4.74	0.545
0.42	0.81	0.545	4.08

4.36	0.57	0.725	0.405
0.57	4.36	0.2	0.36
0.725	0.2	4.38	0.515
0.405	0.36	0.515	4.15

4.78	0.315	0.2	0.595
0.315	4.09	0.59	0.265
0.2	0.59	4.29	0.645
0.595	0.265	0.645	4.75

4.43	0.415	0.43	0.8
0.415	4.26	0.59	0.45
0.43	0.59	4.27	0.24
0.8	0.45	0.24	4.6

4.05	0.215	0.595	0.395
0.215	4.13	0.37	0.315
0.595	0.37	4.72	0.325
0.395	0.315	0.325	4.13

4.09	0.225	0.525	0.2
0.225	4.31	0.455	0.16
0.525	0.455	4.55	0.545
0.2	0.16	0.545	4.7

4.55	0.645	0.115	0.51
0.645	4.17	0.465	0.505
0.115	0.465	4.4	0.565
0.51	0.505	0.565	4.38

4.16	0.715	0.73	0.385
0.715	4.29	0.43	0.59
0.73	0.43	4.29	0.5
0.385	0.59	0.5	4.74

4.42	0.355	0.525	0.385
0.355	4.31	0.55	0.845
0.525	0.55	4.24	0.75
0.385	0.845	0.75	4.1

4.68	0.64	0.55	0.52
0.64	4.17	0.335	0.6
0.55	0.335	4.7	0.41
0.52	0.6	0.41	4.03

4.8	0.53	0.15	0.585
0.53	4.54	0.32	0.67
0.15	0.32	4.02	0.54
0.585	0.67	0.54	4.92

4.79	0.66	0.555	0.32
0.66	4.22	0.385	0.785
0.555	0.385	4.64	0.36
0.32	0.785	0.36	4.81

4.78	0.9	0.565	0.64
0.9	4.44	0.205	0.73
0.565	0.205	4.99	0.3
0.64	0.73	0.3	4.14

4.02	0.395	0.175	0.47
0.395	4.84	0.84	0.47
0.175	0.84	4.26	0.5
0.47	0.47	0.5	4.64

4.18	0.35	0.815	0.36
0.35	4.38	0.71	0.315
0.815	0.71	4.74	0.69
0.36	0.315	0.69	4.53

4.27	0.52	0.265	0.575
0.52	4.98	0.41	0.27
0.265	0.41	4.98	0.37
0.575	0.27	0.37	4.78

4.53	0.505	0.495	0.515
0.505	4.21	0.395	0.51
0.495	0.395	4.93	0.645
0.515	0.51	0.645	4.67

4.98	0.5	0.37	0.605
0.5	4.29	0.64	0.55
0.37	0.64	4.75	0.545
0.605	0.55	0.545	4.08

4.71	0.665	0.28	0.875
0.665	4.88	0.285	0.55
0.28	0.285	4.3	0.36
0.875	0.55	0.36	4.84

4.92	0.735	0.355	0.27
0.735	4.72	0.345	0.54
0.355	0.345	4.62	0.495
0.27	0.54	0.495	4.93

4.1	0.185	0.32	0.405
0.185	4.89	0.43	0.125
0.32	0.43	4.31	0.34
0.405	0.125	0.34	4.9

4.62	0.3	0.435	0.485
0.3	4.43	0.94	0.86
0.435	0.94	4.13	0.55
0.485	0.86	0.55	4.61

4.34	0.785	0.475	0.635
0.785	4.83	0.355	0.535
0.475	0.355	4.55	0.79
0.635	0.535	0.79	4.36

4.75	0.69	0.72	0.485
0.69	4.32	0.43	0.48
0.72	0.43	4.35	0.685
0.485	0.48	0.685	4.62

4.59	0.555	0.16	0.235
0.555	4.24	0.72	0.715
0.16	0.72	4.13	0.595
0.235	0.715	0.595	4.8

4.5	0.46	0.525	0.355
0.46	4.96	0.35	0.795
0.525	0.35	4.58	0.74
0.355	0.795	0.74	4.01

4.08	0.685	0.49	0.555
0.685	4.12	0.205	0.17
0.49	0.205	4.34	0.525
0.555	0.17	0.525	4.39

4.04	0.44	0.515	0.755
0.44	4.68	0.465	0.46
0.515	0.465	4.19	0.65
0.755	0.46	0.65	4.07

4.92	0.89	0.375	0.52
0.89	4.71	0.695	0.535
0.375	0.695	4.26	0.52
0.52	0.535	0.52	4.13

4.47	0.51	0.54	0.79
0.51	4.13	0.475	0.72
0.54	0.475	4.98	0.435
0.79	0.72	0.435	4.88

4.94	0.28	0.545	0.47
0.28	4.44	0.785	0.555
0.545	0.785	4.82	0.855
0.47	0.555	0.855	4.93

4.66	0.3	0.565	0.525
0.3	4.66	0.84	0.835
0.565	0.84	4.41	0.675
0.525	0.835	0.675	4.45

4.24	0.665	0.665	0.895
0.665	4.59	0.17	0.585
0.665	0.17	4.89	0.715
0.895	0.585	0.715	4.66

4.12	0.34	0.38	0.64
0.34	4.89	0.755	0.355
0.38	0.755	4.83	0.525
0.64	0.355	0.525	4.71

4.88	0.575	0.165	0.605
0.575	4.43	0.175	0.685
0.165	0.175	4.34	0.38
0.605	0.685	0.38	4.39

4.51	0.525	0.515	0.365
0.525	4.83	0.145	0.295
0.515	0.145	4.32	0.195
0.365	0.295	0.195	4.14

4.63	0.92	0.7	0.315
0.92	4.55	0.5	0.38
0.7	0.5	4.07	0.85
0.315	0.38	0.85	4.39

4.61	0.5	0.69	0.565
0.5	4.25	0.75	0.52
0.69	0.75	4.81	0.475
0.565	0.52	0.475	4.96

4.62	0.6	0.705	0.35
0.6	4.55	0.285	0.505
0.705	0.285	4.83	0.555
0.35	0.505	0.555	4.77

4.73	0.605	0.64	0.885
0.605	4.7	0.275	0.195
0.64	0.275	4.05	0.54
0.885	0.195	0.54	4.07

4.66	0.31	0.13	0.7
0.31	4.67	0.37	0.33
0.13	0.37	4.01	0.475
0.7	0.33	0.475	4.86

4.09	0.52	0.47	0.39
0.52	4.55	0.455	0.43
0.47	0.455	4.98	0.5
0.39	0.43	0.5	4.58

4.76	0.125	0.8	0.52
0.125	4.93	0.62	0.495
0.8	0.62	4.45	0.755
0.52	0.495	0.755	4.36

4.23	0.34	0.845	0.27
0.34	4.44	0.35	0.33
0.845	0.35	4.39	0.22
0.27	0.33	0.22	4.42

4.25	0.39	0.245	0.055
0.39	4.7	0.315	0.48
0.245	0.315	4	0.18
0.055	0.48	0.18	4.26

4.17	0.53	0.555	0.535
0.53	4.22	0.37	0.195
0.555	0.37	4.06	0.69
0.535	0.195	0.69	4.43

4.96	0.73	0.385	0.765
0.73	4.64	0.385	0.305
0.385	0.385	4.37	0.6
0.765	0.305	0.6	4.6

4.91	0.875	0.56	0.255
0.875	4.44	0.805	0.175
0.56	0.805	4.17	0.365
0.255	0.175	0.365	4.54

4.04	0.395	0.54	0.21
0.395	4.15	0.835	0.465
0.54	0.835	4.17	0.335
0.21	0.465	0.335	4.69

4.62	0.52	0.585	0.31
0.52	4.76	0.7	0.33
0.585	0.7	4.12	0.32
0.31	0.33	0.32	4.19

4.67	0.215	0.795	0.54
0.215	4.53	0.33	0.955
0.795	0.33	4.02	0.36
0.54	0.955	0.36	4.45

4.58	0.7	0.38	0.805
0.7	4.37	0.775	0.145
0.38	0.775	4.28	0.39
0.805	0.145	0.39	4.34

4.93	0.39	0.18	0.465
0.39	4.37	0.37	0.33
0.18	0.37	4.01	0.505
0.465	0.33	0.505	4.56

4.06	0.66	0.455	0.42
0.66	4.97	0.79	0.55
0.455	0.79	4.23	0.56
0.42	0.55	0.56	4.09

4.25	0.785	0.655	0.6
0.785	4.22	0.775	0.435
0.655	0.775	4.08	0.52
0.6	0.435	0.52	4.55

4.52	0.565	0.475	0.745
0.565	4.45	0.505	0.205
0.475	0.505	4.52	0.63
0.745	0.205	0.63	4.85

4.91	0.73	0.415	0.26
0.73	4.58	0.61	0.225
0.415	0.61	4.82	0.505
0.26	0.225	0.505	4.67

4.2	0.44	0.515	0.735
0.44	4.16	0.345	0.46
0.515	0.345	4.03	0.215
0.735	0.46	0.215	4.78

4.36	0.425	0.645	0.81
0.425	4.65	0.69	0.53
0.645	0.69	4.3	0.22
0.81	0.53	0.22	4.78

4.19	0.855	0.435	0.425
0.855	4.49	0.695	0.545
0.435	0.695	4.91	0.11
0.425	0.545	0.11	4.94

4.76	0.53	0.425	0.36
0.53	4.99	0.625	0.675
0.425	0.625	4.93	0.585
0.36	0.675	0.585	4.55

4.75	0.975	0.77	0.48
0.975	4.11	0.29	0.42
0.77	0.29	4.9	0.625
0.48	0.42	0.625	4.01

4.8	0.25	0.33	0.36
0.25	4.66	0.175	0.335
0.33	0.175	4.32	0.525
0.36	0.335	0.525	4.96

4.4	0.855	0.75	0.635
0.855	4.78	0.44	0.755
0.75	0.44	4.33	0.48
0.635	0.755	0.48	4.73

4.95	0.305	0.27	0.17
0.305	4.18	0.5	0.33
0.27	0.5	4.64	0.225
0.17	0.33	0.225	4.12

4	0.575	0.22	0.815
0.575	4.43	0.315	0.5
0.22	0.315	4.24	0.66
0.815	0.5	0.66	4.22

4.22	0.495	0.735	0.365
0.495	4.63	0.74	0.165
0.735	0.74	4.43	0.755
0.365	0.165	0.755	4.62

4.32	0.46	0.55	0.67
0.46	4.23	0.21	0.4
0.55	0.21	4.88	0.49
0.67	0.4	0.49	4.95

4.12	0.58	0.765	0.115
0.58	4.97	0.59	0.44
0.765	0.59	4.61	0.615
0.115	0.44	0.615	4.41

4.15	0.805	0.685	0.59
0.805	4.06	0.845	0.55
0.685	0.845	4.83	0.54
0.59	0.55	0.54	4.83

4.89	0.305	0.66	0.55
0.305	4.88	0.275	0.175
0.66	0.275	4.14	0.5
0.55	0.175	0.5	4.4

4.38	0.345	0.45	0.235
0.345	4.32	0.725	0.265
0.45	0.725	4.82	0.67
0.235	0.265	0.67	4.32

4.83	0.745	0.54	0.245
0.745	4.23	0.72	0.45
0.54	0.72	4.75	0.515
0.245	0.45	0.515	4.75

4.6	0.625	0.595	0.83
0.625	4	0.43	0.37
0.595	0.43	4.09	0.535
0.83	0.37	0.535	4.83

4.55	0.745	0.815	0.38
0.745	4.34	0.37	0.76
0.815	0.37	4.82	0.4
0.38	0.76	0.4	4.36

4.74	0.555	0.145	0.14
0.555	4.35	0.435	0.71
0.145	0.435	4.16	0.91
0.14	0.71	0.91	4.35

4.04	0.215	0.41	0.565
0.215	4.93	0.81	0.595
0.41	0.81	4	0.77
0.565	0.595	0.77	4.76

4.82	0.395	0.54	0.655
0.395	4.31	0.49	0.51
0.54	0.49	4.86	0.715
0.655	0.51	0.715	4.67

4.24	0.635	0.37	0.665
0.635	4.1	0.625	0.795
0.37	0.625	4.57	0.54
0.665	0.795	0.54	4.42

4.95	0.595	0.67	0.575
0.595	4.58	0.74	0.255
0.67	0.74	4.09	0.84
0.575	0.255	0.84	4.14

4.61	0.225	0.615	0.77
0.225	4.3	0.73	0.35
0.615	0.73	4.15	0.6
0.77	0.35	0.6	4.97

4.64	0.92	0.44	0.51
0.92	4.55	0.78	0.855
0.44	0.78	4.88	0.295
0.51	0.855	0.295	4.65

4.9	0.51	0.695	0.53
0.51	4.61	0.61	0.75
0.695	0.61	4.52	0.14
0.53	0.75	0.14	4.69

4.51	0.135	0.77	0.605
0.135	4.11	0.185	0.33
0.77	0.185	4.27	0.515
0.605	0.33	0.515	4.6

4.78	0.08	0.6	0.64
0.08	4.46	0.445	0.33
0.6	0.445	4.6	0.55
0.64	0.33	0.55	4.4

4.1	0.625	0.33	0.5
0.625	4.7	0.66	0.19
0.33	0.66	4.95	0.42
0.5	0.19	0.42	4.74

4.5	0.47	0.62	0.44
0.47	4.36	0.78	0.05
0.62	0.78	4.53	0.76
0.44	0.05	0.76	4.01

4.29	0.375	0.485	0.135
0.375	4.63	0.73	0.7
0.485	0.73	4.52	0.695
0.135	0.7	0.695	4.95

4.44	0.435	0.285	0.695
0.435	4.69	0.645	0.925
0.285	0.645	4.07	0.49
0.695	0.925	0.49	4.29

4.15	0.53	0.675	0.53
0.53	4.32	0.695	0.63
0.675	0.695	4.28	0.565
0.53	0.63	0.565	4.46

4.27	0.705	0.51	0.485
0.705	4.26	0.435	0.475
0.51	0.435	4.14	0.65
0.485	0.475	0.65	4.92

4.49	0.465	0.93	0.72
0.465	4.97	0.195	0.225
0.93	0.195	4.3	0.225
0.72	0.225	0.225	4.89

4.49	0.315	0.455	0.81
0.315	4.52	0.435	0.43
0.455	0.435	4.24	0.315
0.81	0.43	0.315	4.02

4.68	0.6	0.445	0.445
0.6	4.07	0.075	0.49
0.445	0.075	4.23	0.465
0.445	0.49	0.465	4.73

4.65	0.31	0.645	0.475
0.31	4.14	0.065	0.855
0.645	0.065	4.46	0.6
0.475	0.855	0.6	4.42

4.26	0.575	0.92	0.39
0.575	4.93	0.255	0.41
0.92	0.255	4.25	0.755
0.39	0.41	0.755	4.2

4.63	0.79	0.505	0.46
0.79	4.23	0.715	0.38
0.505	0.715	4.92	0.7
0.46	0.38	0.7	4.5

4.97	0.29	0.1	0.195
0.29	4.42	0.355	0.64
0.1	0.355	4.29	0.29
0.195	0.64	0.29	4.15

4	0.16	0.675	0.635
0.16	4.9	0.52	0.5
0.675	0.52	4.13	0.535
0.635	0.5	0.535	4.6

4.21	0.6	0.89	0.42
0.6	4.41	0.185	0.51
0.89	0.185	4.08	0.515
0.42	0.51	0.515	4.8

4.81	0.405	0.33	0.6
0.405	4.01	0.745	0.295
0.33	0.745	4.76	0.79
0.6	0.295	0.79	4.33

4.83	0.245	0.775	0.28
0.245	4.87	0.235	0.56
0.775	0.235	4.37	0.56
0.28	0.56	0.56	4.32

4.31	0.645	0.16	0.505
0.645	4.7	0.3	0.54
0.16	0.3	4.03	0.71
0.505	0.54	0.71	4.55

4.85	0.45	0.68	0.405
0.45	4.48	0.25	0.55
0.68	0.25	4.43	0.775
0.405	0.55	0.775	4.58

4.37	0.325	0.44	0.56
0.325	4.74	0.1	0.69
0.44	0.1	4.85	0.175
0.56	0.69	0.175	4

4.77	0.67	0.335	0.055
0.67	4.17	0.815	0.355
0.335	0.815	4.75	0.805
0.055	0.355	0.805	4.69

4.77	0.675	0.56	0.725
0.675	4.67	0.45	0.59
0.56	0.45	4.56	0.905
0.725	0.59	0.905	4.81

4	0.01	0.5	0.3
0.01	4.42	0.315	0.335
0.5	0.315	4.33	0.675
0.3	0.335	0.675	4.85

4.38	0.58	0.53	0.44
0.58	4.94	0.33	0.505
0.53	0.33	4.87	0.46
0.44	0.505	0.46	4.86

4.46	0.285	0.67	0.175
0.285	4.06	0.795	0.31
0.67	0.795	4.87	0.955
0.175	0.31	0.955	4.64

4.89	0.355	0.295	0.315
0.355	4.52	0.575	0.6
0.295	0.575	4.24	0.685
0.315	0.6	0.685	4.09

4.03	0.845	0.295	0.32
0.845	4.14	0.73	0.26
0.295	0.73	4.58	0.395
0.32	0.26	0.395	4.75

4.24	0.81	0.445	0.44
0.81	4.03	0.685	0.715
0.445	0.685	4.94	0.55
0.44	0.715	0.55	4.79

4.04	0.625	0.45	0.285
0.625	4.74	0.72	0.57
0.45	0.72	4.44	0.415
0.285	0.57	0.415	4.89

4.89	0.61	0.535	0.19
0.61	4.83	0.185	0.765
0.535	0.185	4.63	0.53
0.19	0.765	0.53	4.27

4.58	0.455	0.13	0.34
0.455	4.27	0.36	0.36
0.13	0.36	4.69	0.315
0.34	0.36	0.315	4.17

4.19	0.775	0.515	0.405
0.775	4.71	0.635	0.965
0.515	0.635	4.94	0.41
0.405	0.965	0.41	4.47

4.68	0.395	0.675	0.335
0.395	4.02	0.51	0.575
0.675	0.51	4.84	0.695
0.335	0.575	0.695	4.52

4.92	0.775	0.515	0.715
0.775	4.95	0.775	0.455
0.515	0.775	4.01	0.1
0.715	0.455	0.1	4.65

4.88	0.54	0.485	0.24
0.54	4.6	0.535	0.335
0.485	0.535	4.83	0.85
0.24	0.335	0.85	4.12

4.85	0.68	0.355	0.335
0.68	4.83	0.29	0.335
0.355	0.29	4.13	0.865
0.335	0.335	0.865	4.05

4.45	0.62	0.3	0.315
0.62	4.89	0.57	0.325
0.3	0.57	4.86	0.44
0.315	0.325	0.44	4.89

4.93	0.85	0.76	0.635
0.85	4.06	0.415	0.14
0.76	0.415	4.36	0.14
0.635	0.14	0.14	4.08

4.06	0.645	0.495	0.255
0.645	4.35	0.23	0.65
0.495	0.23	4.04	0.295
0.255	0.65	0.295	4.66

4.69	0.615	0.34	0.76
0.615	4.87	0.585	0.335
0.34	0.585	4.3	0.69
0.76	0.335	0.69	4.5

4.48	0.3	0.95	0.39
0.3	4.24	0.445	0.67
0.95	0.445	4.76	0.535
0.39	0.67	0.535	4.65

4.74	0.34	0.49	0.425
0.34	4.77	0.52	0.32
0.49	0.52	4.99	0.925
0.425	0.32	0.925	4.51

4.87	0.315	0.495	0.695
0.315	4.43	0.35	0.605
0.495	0.35	4.92	0.42
0.695	0.605	0.42	4.95

4.98	0.465	0.855	0.5
0.465	4.21	0.355	0.52
0.855	0.355	4.82	0.545
0.5	0.52	0.545	4.14

4.05	0.54	0.38	0.18
0.54	4.62	0.275	0.39
0.38	0.275	4.41	0.245
0.18	0.39	0.245	4.11

4.95	0.915	0.325	0.585
0.915	4.24	0.415	0.59
0.325	0.415	4.37	0.765
0.585	0.59	0.765	4.24

4.57	0.83	0.545	0.54
0.83	4.35	0.895	0.405
0.545	0.895	4.08	0.335
0.54	0.405	0.335	4.43

4.35	0.685	0.755	0.2
0.685	4.64	0.47	0.56
0.755	0.47	4.68	0.35
0.2	0.56	0.35	4.31

4.91	0.525	0.725	0.76
0.525	4.51	0.5	0.495
0.725	0.5	4.74	0.865
0.76	0.495	0.865	4.05

4.52	0.175	0.31	0.745
0.175	4.88	0.48	0.495
0.31	0.48	4.76	0.39
0.745	0.495	0.39	4.97

4.38	0.36	0.7	0.655
0.36	4.09	0.455	0.485
0.7	0.455	4.31	0.46
0.655	0.485	0.46	4.67

4.05	0.445	0.49	0.655
0.445	4.9	0.285	0.615
0.49	0.285	4.85	0.565
0.655	0.615	0.565	4.51

4.99	0.14	0.38	0.55
0.14	4.74	0.365	0.45
0.38	0.365	4.98	0.72
0.55	0.45	0.72	4.63

4.07	0.07	0.72	0.69
0.07	4.05	0.35	0.585
0.72	0.35	4.49	0.16
0.69	0.585	0.16	4.59

4.47	0.49	0.335	0.72
0.49	4.28	0.535	0.24
0.335	0.535	4.61	0.53
0.72	0.24	0.53	4.44

4.54	0.315	0.355	0.44
0.315	4.45	0.495	0.485
0.355	0.495	4.74	0.59
0.44	0.485	0.59	4.75

4.99	0.47	0.42	0.28
0.47	4.43	0.59	0.455
0.42	0.59	4.64	0.475
0.28	0.455	0.475	4.3

4.4	0.815	0.535	0.24
0.815	4.29	0.35	0.465
0.535	0.35	4.3	0.575
0.24	0.465	0.575	4.39

4.47	0.77	0.405	0.605
0.77	4.18	0.8	0.285
0.405	0.8	4.64	0.205
0.605	0.285	0.205	4.57

4.91	0.6	0.415	0.64
0.6	4.05	0.57	0.205
0.415	0.57	4.88	0.135
0.64	0.205	0.135	4.48

4.72	0.395	0.2	0.54
0.395	4.3	0.48	0.46
0.2	0.48	4.71	0.725
0.54	0.46	0.725	4.6

4.51	0.435	0.62	0.865
0.435	4.11	0.48	0.51
0.62	0.48	4.3	0.57
0.865	0.51	0.57	4.05

4.7	0.95	0.17	0.44
0.95	4.48	0.545	0.655
0.17	0.545	4.05	0.31
0.44	0.655	0.31	4.99

4.5	0.45	0.155	0.31
0.45	4.75	0.5	0.575
0.155	0.5	4.33	0.38
0.31	0.575	0.38	4.53

4.87	0.635	0.82	0.31
0.635	4.95	0.735	0.405
0.82	0.735	4.21	0.25
0.31	0.405	0.25	4.95

4.24	0.6	0.585	0.81
0.6	4.45	0.555	0.685
0.585	0.555	4.94	0.675
0.81	0.685	0.675	4.39

4.73	0.585	0.42	0.47
0.585	4.32	0.225	0.57
0.42	0.225	4.81	0.325
0.47	0.57	0.325	4.62

4.34	0.26	0.43	0.565
0.26	4.67	0.695	0.36
0.43	0.695	4.88	0.535
0.565	0.36	0.535	4.41

4.01	0.38	0.655	0.575
0.38	4.35	0.31	0.18
0.655	0.31	4.05	0.64
0.575	0.18	0.64	4.31

4.32	0.575	0.45	0.395
0.575	4.15	0.395	0.71
0.45	0.395	4.72	0.66
0.395	0.71	0.66	4.23

4.52	0.51	0.76	0.68
0.51	4.79	0.72	0.445
0.76	0.72	4.76	0.785
0.68	0.445	0.785	4.49

4.86	0.3	0.785	0.33
0.3	4.4	0.44	0.83
0.785	0.44	4.56	0.84
0.33	0.83	0.84	4.5

4.78	0.72	0.825	0.425
0.72	4.27	0.495	0.605
0.825	0.495	4.32	0.81
0.425	0.605	0.81	4.95

4.07	0.48	0.465	0.385
0.48	4.83	0.96	0.635
0.465	0.96	4.68	0.46
0.385	0.635	0.46	4.4

4.36	0.33	0.38	0.675
0.33	4.33	0.57	0.28
0.38	0.57	4.87	0.31
0.675	0.28	0.31	4.53

4.76	0.545	0.415	0.405
0.545	4.66	0.65	0.54
0.415	0.65	4.29	0.425
0.405	0.54	0.425	4.7

4	0.48	0.855	0.32
0.48	4.29	0.55	0.305
0.855	0.55	4.86	0.195
0.32	0.305	0.195	4.98

4.54	0.82	0.775	0.345
0.82	4.1	0.435	0.785
0.775	0.435	4.44	0.585
0.345	0.785	0.585	4.8

4.53	0.615	0.33	0.32
0.615	4.48	0.5	0.575
0.33	0.5	4.88	0.14
0.32	0.575	0.14	4.15

4.15	0.455	0.575	0.72
0.455	4.79	0.83	0.35
0.575	0.83	4.5	0.265
0.72	0.35	0.265	4.46

4.61	0.445	0.525	0.43
0.445	4.73	0.4	0.57
